Data Mode	Binding Type	Cell Line	Feature	Zero Cutoff	# Non-Zeros	% Non-Zeros	Num Positive	Sum Positive	Num Negative	Sum Negative	ARBS	NARBS
Unique Binding	Bound Only	HepG2	BCCIP_2	0.01	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_3	0.0	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_3	1e-07	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_3	1e-06	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_3	1e-05	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_3	0.0001	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_3	0.001	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_3	0.005	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_3	0.01	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_4	0.0	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_4	1e-07	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_4	1e-06	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_4	1e-05	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_4	0.0001	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_4	0.001	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_4	0.005	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_4	0.01	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_5	0.0	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_5	1e-07	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_5	1e-06	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_5	1e-05	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_5	0.0001	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_5	0.001	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_5	0.005	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_5	0.01	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_6	0.0	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_6	1e-07	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_6	1e-06	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_6	1e-05	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_6	0.0001	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_6	0.001	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_6	0.005	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_6	0.01	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCLAF1_1	0.0	13927	100.0	11520	114.7550048828125	2407	-92.50228118896484	22.252723693847656	0.1073676273226738
Unique Binding	Bound Only	HepG2	BCLAF1_1	1e-07	13927	100.0	11520	114.7550048828125	2407	-92.50228118896484	22.252723693847656	0.1073676273226738
Unique Binding	Bound Only	HepG2	BCLAF1_1	1e-06	13927	100.0	11520	114.7550048828125	2407	-92.50228118896484	22.252723693847656	0.1073676273226738
Unique Binding	Bound Only	HepG2	BCLAF1_1	1e-05	13921	99.95691821641415	11520	114.7550048828125	2401	-92.50224304199219	22.252761840820312	0.10736783593893051
Unique Binding	Bound Only	HepG2	BCLAF1_1	0.0001	13888	99.71996840669203	11516	114.75477600097656	2372	-92.50049591064453	22.25428009033203	0.10737618058919907
Unique Binding	Bound Only	HepG2	BCLAF1_1	0.001	13553	97.31456882314929	11354	114.67124938964844	2199	-92.40238952636719	22.26885986328125	0.10754077881574631
Unique Binding	Bound Only	HepG2	BCLAF1_1	0.005	8969	64.40008616356717	7104	104.13836669921875	1865	-91.55474853515625	12.5836181640625	0.06430281698703766
Unique Binding	Bound Only	HepG2	BCLAF1_1	0.01	5576	40.03733754577439	3885	77.6678466796875	1691	-90.36152648925781	-12.693679809570312	-0.07554440945386887
Unique Binding	Bound Only	HepG2	BCLAF1_2	0.0	17724	100.0	41	0.30055999755859375	17683	-1378.0333251953125	-1377.7327880859375	-0.9995639324188232
Unique Binding	Bound Only	HepG2	BCLAF1_2	1e-07	17724	100.0	41	0.30055999755859375	17683	-1378.0333251953125	-1377.7327880859375	-0.9995639324188232
