Protein1,Protein2,Position,Pearson_Corr,Pearson_P,Spearman_Corr,Spearman_P,n
FXR2,G3BP1,6,-0.3784435299476235,1.2570378706514938e-19,-0.25016039479115354,4.608982844583922e-9,534
FXR2,IGF2BP1,1,0.9798161550197529,0.020183844980246946,1.0,0.0,4
FXR2,IGF2BP1,2,0.8058005815054997,0.00009427024354218058,0.6519607843137255,0.004568346266924807,17
FXR2,IGF2BP1,3,0.9944398040387028,4.215532437325968e-13,0.9868131868131869,7.379504109330886e-11,14
FXR2,IGF2BP1,4,0.9946148278670836,3.581205826593826e-20,0.9714100064977257,2.527179449388104e-13,21
FXR2,IGF2BP1,5,-0.5484877502349739,0.0013996165378512182,0.11375554659136751,0.5423126183393361,31
FXR2,IGF2BP1,6,0.9276162759609509,1.0938263364544891e-8,0.8542581211589113,3.239903805095455e-6,19
FXR2,IGF2BP3,2,-0.8788119087341157,0.12118809126588426,-0.7999999999999999,0.20000000000000007,4
FXR2,IGF2BP3,3,-0.46619862264776557,0.35136413975803504,0.14285714285714288,0.7871720116618075,6
FXR2,IGF2BP3,5,0.44855237882631194,0.37229562984696896,0.5428571428571429,0.26570262390670557,6
FXR2,IGF2BP3,6,-0.9990834573275876,4.8822755864768796e-8,-0.8571428571428573,0.01369732661532562,7
FXR2,PRPF8,1,0.1663527041286795,0.426764028083321,0.11923076923076922,0.5702629145851892,25
FXR2,PRPF8,2,0.4747933726010492,1.942734529554621e-32,0.4653704237834662,4.546562865657718e-31,553
FXR2,PRPF8,3,0.9545571039914806,9.211804530881132e-25,0.9241349534324308,5.3028689777976676e-20,46
FXR2,PRPF8,4,0.7184107892388808,1.2317283238039675e-81,0.5065728813770096,2.110149830376296e-34,507
FXR2,PRPF8,5,-0.08355091729524922,0.7261847874690184,0.024060150375939848,0.9197997451459456,20
FXR2,PRPF8,6,-0.25579540977349396,9.266285622996794e-9,-0.29366435039889877,3.341270753773013e-11,490
FXR2,RPS3,1,0.5191813271176718,0.022730120679737207,0.443859649122807,0.0569517005585568,19
FXR2,RPS3,2,0.8243476452718953,2.0711335194434626e-9,0.6656479217603911,0.00001739682534395837,34
FXR2,RPS3,3,0.9544734713928057,3.0439490190937575e-16,0.6974416017797552,0.00001841772205422783,30
FXR2,RPS3,4,0.5686379803643092,0.0030172597308186088,0.6640986132511556,0.00029459228298825543,25
FXR2,RPS3,5,0.1378984804310655,0.40249857774545894,-0.4852226720647773,0.0017426846421706738,39
FXR2,RPS3,6,-0.5169465944203719,0.000012231767697376774,-0.5941206099180364,2.2746017673011027e-7,64
FXR2,SRSF1,1,-0.40097930387536745,5.010643446349357e-8,0.05978213439374662,0.4359706735069597,172
FXR2,SRSF1,2,0.6501818307004684,1.7384244354471688e-23,0.5145584123244432,7.907524531237146e-14,184
FXR2,SRSF1,3,0.026487014345977132,0.7730532202572883,0.06469707542120844,0.4807978982641622,121
FXR2,SRSF1,4,-0.30609505173354146,2.6064618863573784e-6,-0.5317182094641199,5.749760634860698e-18,227
FXR2,SRSF1,5,0.403035983995294,2.437412737454788e-8,0.20049355763154042,0.007288331035753964,178
FXR2,SRSF1,6,-0.23362970574713077,0.0009527243715175359,-0.38938947659219464,1.5551438465203993e-8,197
FXR2,TRA2A,1,0.4518296218247008,9.062695116056553e-13,0.44674440333663623,1.7396103638750085e-12,226
FXR2,TRA2A,2,0.3802609132070841,4.973403417327828e-18,0.43279154997784147,2.0098235082830132e-23,482
FXR2,TRA2A,3,0.29516414899755666,2.3110163187262836e-7,0.49281947954327304,1.6151701779165917e-19,296
FXR2,TRA2A,4,-0.0968265518021241,0.05899808640087414,-0.1229977370546278,0.01630309221465251,381
FXR2,TRA2A,5,0.015344040283483878,0.7822238120777706,-0.2459227741043318,6.817361046629997e-6,327
FXR2,TRA2A,6,0.32905106610520474,1.877499466204147e-11,0.3327410658293281,1.0822347684599738e-11,396
G3BP1,IGF2BP1,1,-0.8885528965113311,1.5112945907578547e-18,-0.8893159108378171,1.2846654025064257e-18,52
G3BP1,IGF2BP1,2,-0.4258921808680066,0.07803066654430979,-0.4132231404958678,0.08829721156611345,18
G3BP1,IGF2BP1,3,0.8798922333374107,1.3454631572584408e-26,0.8738161898965308,7.994792020773787e-26,79
G3BP1,IGF2BP1,4,0.8436509423382998,0.0005624292231123564,0.9020979020979022,0.000059978574465377,12
G3BP1,IGF2BP1,5,-0.7233935689998063,4.317791648024184e-9,-0.6430430123985917,6.277169200038784e-7,49
G3BP1,IGF2BP1,6,-0.9343039440161139,4.910388169331672e-9,-0.9139596136962247,4.533121569063819e-8,19
G3BP1,IGF2BP3,1,-0.9682672425552384,4.679979290513609e-11,-0.7805383022774326,0.0001323057125125745,18
G3BP1,IGF2BP3,2,-0.24077418985478344,0.5027926482112243,-0.4787878787878787,0.1615229280174558,10
G3BP1,IGF2BP3,3,-0.01889713677728587,0.9019411687671619,0.6477257745550428,1.5127351698508748e-6,45
G3BP1,IGF2BP3,4,0.9968738379846942,9.462908635290307e-26,0.994782608695652,2.6225015915247586e-23,24
G3BP1,IGF2BP3,5,0.7912868419717487,0.019320042146390833,0.523809523809524,0.18272075053971484,8
G3BP1,IGF2BP3,6,-0.1081728860475428,0.5008176529340862,-0.15933443679763046,0.3197058472340973,41
G3BP1,NCBP2,2,0.49715894656993986,7.195147431876834e-7,0.3484858807098818,0.0008178099811253772,89
G3BP1,NCBP2,4,NaN,NaN,NaN,NaN,17
G3BP1,NCBP2,6,0.9985633753874745,0.0014366246125254722,1.0,0.0,4
G3BP1,PRPF8,1,0.6178319447059052,5.740907244945008e-23,0.749489564073093,3.2179380015776365e-38,205
G3BP1,PRPF8,2,-0.04034040570793364,0.08858757004724975,-0.20452835699713287,2.717969571298697e-18,1783
G3BP1,PRPF8,3,0.35331529208462265,7.23012395126897e-8,0.4178194545170745,1.0478806368751694e-10,220
G3BP1,PRPF8,4,0.8107410692251503,0.0,0.7641250271783673,1.176706708572618e-308,1611
G3BP1,PRPF8,5,-0.22499482767667514,0.0018024441294302892,0.004435216317400845,0.9515725608767814,190
