Interaction Term	Same Position	K562 - # Interaction Rows	K562 - Mean PSI (Interaction Rows)	K562 - # Single Binders	K562 - Mean PSI (Single Binders)	K562 - Difference in Mean PSI(Interaction - Single)	K562 - Interaction Beta Coefficient	K562 - Interaction P-value	K562 - Beta (trained on All Data and All Position PPI)	K562 - P-value (trained on All Data and All Position PPI)	HepG2 - # Interaction Rows	HepG2 - Mean PSI (Interaction Rows)	HepG2 - # Single Binders	HepG2 - Mean PSI (Single Binders)	HepG2 - Difference in Mean PSI(Interaction - Single)	HepG2 - Interaction Beta Coefficient	HepG2 - Interaction P-value	HepG2 - Beta (trained on All Data and All Position PPI)	HepG2 - P-value (trained on All Data and All Position PPI)
RBM15-5_SRSF9-6_interaction	False										136.0	0.8941286764705881	12000.0	0.5479679583333333	0.3461607181372548	0.5390530307704077	2.0510104716583912e-67	0.6483807789808798	9.81351091781037e-38
RBM15-6_SRSF9-1_interaction	False										77.0	0.0242922077922078	8237.0	0.6318978390190604	-0.6076056312268526	-0.5802625567145105	3.264384963470145e-45	-0.4662106737891608	7.837325289328071e-26
RBM15-6_SRSF9-2_interaction	False										0.0		12939.0	0.6594295154185023				-1.888097615741985e-16	0.1213822068408679
RBM15-6_SRSF9-3_interaction	False										0.0		7600.0	0.6428126973684211				-2.82560082957685e-16	0.0868478296519733
RBM15-6_SRSF9-4_interaction	False										0.0		9743.0	0.7077796879811147				1.2735723951529235e-16	0.487124041762829
RBM15-6_SRSF9-5_interaction	False										349.0	0.9316375358166188	7061.0	0.5926640702450079	0.338973465571611	0.3744584314556384	1.157176766913045e-70	0.2494531327130164	5.701303539502903e-22
RBM15-6_SRSF9-6_interaction	True										356.0	0.6197148876404495	12602.0	0.5781279955562608	0.0415868920841886	0.1764287700684873	5.607731810494596e-19	-0.3844779675013297	1.0319240077519129e-40
RBM22-1_TIA1-1_interaction	True	1312.0	0.9256817835365854	32749.0	0.675080872698403	0.2506009108381823	0.2879932066766174	8.186440555862852e-169	0.2368632686464676	2.7644852162116774e-108	934.0	0.602286937901499	22526.0	0.7385266580839919	-0.1362397201824928	-0.1747829465208532	2.3932870106809285e-41	-0.1644594550115273	1.1615317204286956e-19
RBM22-1_TIA1-2_interaction	False	860.0	0.7687622093023256	49132.0	0.7030014349100383	0.0657607743922873	0.0729604793017817	4.0158557746760795e-09	0.034694140478819	0.0067604163588759	597.0	0.5911666666666666	27565.0	0.7033013785597679	-0.1121347118931013	-0.0795053872200456	1.5904680890955997e-07	0.1202463854475196	0.000107609587214
RBM22-1_TIA1-3_interaction	False	918.0	0.4923567538126362	45434.0	0.7283303583219615	-0.2359736045093252	-0.2497366051138792	2.2819221498795178e-95	-0.1884560940817785	9.489606505282457e-57	435.0	0.3255045977011494	29283.0	0.6900184236587782	-0.3645138259576287	-0.3139191770962259	5.230418947260753e-72	-0.3189711654532407	3.449516403327253e-42
RBM22-1_TIA1-4_interaction	False	177.0	0.9721666666666666	47159.0	0.7229860472020186	0.2491806194646479	0.2481613603311181	6.461482708620544e-21	0.2348447329557113	1.8032537138224293e-21	13.0	0.9988846153846154	27069.0	0.7191633048875097	0.2797213104971057	0.2798370563527379	0.0043947280285679	0.5150046681643122	1.4673352083856616e-08
RBM22-1_TIA1-5_interaction	False	1523.0	0.8268502954694681	51048.0	0.6895703161730135	0.1372799792964546	0.1545530230238347	3.5485610429630616e-58	0.2058197287615159	5.338456185152659e-96	668.0	0.4575935628742515	27761.0	0.7021506429883649	-0.2445570801141134	-0.2066763867514057	1.0412369780547044e-46	0.0106092327798617	0.7227498346765674
RBM22-1_TIA1-6_interaction	False	46.0	0.9920869565217392	41619.0	0.6827545472019991	0.3093324093197399	0.3297380389985512	1.5868685566929688e-10	-0.0616935684244264	0.2235724276997602	176.0	0.3208039772727273	25937.0	0.708127077148475	-0.3873230998757477	-0.3490149172492016	6.520229065034606e-38	0.2875366000996216	5.059833016843309e-16
RBM22-2_TIA1-1_interaction	False	441.0	0.5145022675736961	45387.0	0.6572647674444224	-0.1427624998707263	-0.0812366680434803	1.5976749320586804e-06	-0.1642898950074284	5.107574091016407e-21	43.0	0.9886627906976744	50481.0	0.6118468730809612	0.3768159176167133	0.3785290083813874	2.7229250221753534e-12	0.0010069843721929	0.985377756871188
RBM22-2_TIA1-2_interaction	True	4117.0	0.6608938547486034	53514.0	0.6758641103262698	-0.0149702555776664	0.0443774457606961	1.2347282833743944e-12	0.0397034777495807	1.980861880715022e-09	1702.0	0.4667338425381903	51528.0	0.615473858872846	-0.1487400163346556	-0.1039727816300186	1.748509448582098e-27	0.0999977184941834	2.361294577030555e-17
RBM22-2_TIA1-3_interaction	False	1022.0	0.5245029354207436	56122.0	0.6890470581946474	-0.1645441227739038	-0.1219735994162494	3.9401156946530685e-27	-0.1130969550394342	7.241376587190024e-19	675.0	0.4148140740740741	54976.0	0.6028001855355064	-0.1879861114614323	-0.0850267291244469	1.7749637143558587e-09	-0.0723511468839831	0.0381727449646774
RBM22-2_TIA1-4_interaction	False	1876.0	0.7386609808102346	54657.0	0.6845572296320691	0.0541037511781654	0.10358210655004	2.021049218609901e-33	0.0183113228784587	0.0486938437886085	882.0	0.5788690476190477	51504.0	0.6151448625349488	-0.0362758149159011	-0.0217617056809232	0.0869149240525	-0.4025066605999379	9.07421816351044e-157
RBM22-2_TIA1-5_interaction	False	816.0	0.6292401960784314	63358.0	0.6698555194292749	-0.0406153233508435	0.0224536062499386	0.073243000389519	-0.0958112607566645	3.6553138350260766e-10	295.0	0.5775745762711866	54680.0	0.6030271305779079	-0.0254525543067213	0.0667726902717702	0.0014358481670356	-0.0309950079828516	0.3683277597226307
RBM22-2_TIA1-6_interaction	False	979.0	0.593514300306435	50649.0	0.653370984619637	-0.059856684313202	0.0099858769839364	0.388042467217141	0.0539988500167922	0.0002942219019748	304.0	0.6136151315789473	51854.0	0.6039472461140896	0.0096678854648577	0.088025249569452	2.2543575029208996e-05	0.5035863504427891	6.882833457286368e-53
RBM22-3_TIA1-1_interaction	False	932.0	0.5885670600858369	34629.0	0.7306683415634294	-0.1421012814775925	-0.1698253291365264	3.3336997572498534e-45	-0.0997721522541045	8.83664575003997e-18	183.0	0.9893196721311476	24984.0	0.7689574927953889	0.2203621793357586	0.1975781809715338	1.405984004537043e-13	0.0070358851403959	0.8073013976217351
RBM22-3_TIA1-2_interaction	False	264.0	0.991564393939394	51444.0	0.7231315994090661	0.2684327945303278	0.2298575607133581	3.690467648220736e-26	0.0744915428640384	0.0005727494745463	624.0	0.5373485576923077	28467.0	0.7459284785892437	-0.208579920896936	-0.1974122899642295	2.577276609352933e-40	0.1060307925557697	0.0001963162726796
RBM22-3_TIA1-3_interaction	True	2714.0	0.6414673913043478	42962.0	0.7535783715841906	-0.1121109802798427	-0.183425645071114	1.1498069761229454e-127	0.0237516891388098	0.0049908720266518	1180.0	0.5027241525423729	28749.0	0.7344662770878988	-0.2317421245455259	-0.2018293807283256	8.964501503940792e-73	-0.1168678116176889	8.124114285302227e-09
RBM22-3_TIA1-4_interaction	False	1379.0	0.7816823785351704	45875.0	0.7443216675749319	0.0373607109602385	-0.0120297750273818	0.2303061113379402	-0.1397849238982406	5.257354321203693e-37	383.0	0.6676618798955614	27285.0	0.7621101337731354	-0.094448253877574	-0.1124760682033273	1.7544932367159703e-09	0.1494949520085403	1.0545526118535961e-08
RBM22-3_TIA1-5_interaction	False	1426.0	0.8257240532959327	52362.0	0.7109544517016158	0.1147696015943169	0.0776195273536163	3.250345464028119e-15	0.0999552845895437	1.9612177182422128e-20	238.0	0.4970735294117646	29577.0	0.7329933225141156	-0.235919793102351	-0.2090419429268707	3.314338543975042e-19	-0.0075831473744785	0.7959611812893934
RBM22-3_TIA1-6_interaction	False	248.0	0.917328629032258	42335.0	0.7066027872918389	0.2107258417404192	0.1909996308399303	1.6169349388271906e-17	-0.1042677555393892	3.3587199383254765e-06	12.0	0.9995	27221.0	0.7445805995371221	0.2549194004628778	0.2851583296613895	0.0052783212475931	0.2555204192303307	0.007587472626635
RBM22-4_TIA1-1_interaction	False	93.0	0.989747311827957	33564.0	0.7543667471099987	0.2353805647179583	0.1522494529415567	2.8168097536938885e-05	0.0067994075998789	0.8445081784698709	0.0		22885.0	0.8225601485689314				2.0617841270244406e-16	0.0274647322581437
RBM22-4_TIA1-2_interaction	False	849.0	0.9391319199057716	47531.0	0.7412833203593444	0.197848599546427	0.0833184549334584	2.7591434606444228e-11	0.104145708975861	8.019802503634009e-16	156.0	0.982397435897436	26938.0	0.7739629148414878	0.2084345210559481	0.2003756802050175	2.7190250496959642e-12	0.2412622244347063	1.0954837362313609e-21
RBM22-4_TIA1-3_interaction	False	1028.0	0.6183686770428015	43591.0	0.7728661535638092	-0.1544974765210076	-0.2928826131685046	3.853608774115545e-143	-0.1674693799576122	1.0545623709090047e-38	364.0	0.5465508241758242	27916.0	0.7577831709413957	-0.2112323467655714	-0.2063383229212396	2.1411218996155857e-27	-0.1199919363329907	4.2024461716415644e-06
RBM22-4_TIA1-4_interaction	True	2451.0	0.8127819257445941	40988.0	0.7666057138674734	0.0461762118771206	-0.0907482307509956	2.3492642882694147e-29	0.0588435626973572	1.6874303271483682e-10	340.0	0.9625558823529412	24906.0	0.7990697020798202	0.163486180273121	0.1309296809507608	3.5479796938479575e-11	-0.1305201649405416	1.3363290688420504e-08
RBM22-4_TIA1-5_interaction	False	457.0	0.9227877461706784	51557.0	0.7339990592935973	0.1887886868770811	0.0720614678141609	1.583255110822696e-05	0.0854410620857524	6.846017980682482e-05	97.0	0.9919484536082476	27394.0	0.765659505731182	0.2262889478770654	0.2277142926648621	3.0493549441850146e-10	0.0131720154358082	0.7221307989030852
RBM22-4_TIA1-6_interaction	False	639.0	0.8206103286384977	38810.0	0.7324024607060037	0.088207867932494	-0.0076529351781931	0.5925681845804041	-0.1987160498609282	7.318775931434885e-34	81.0	0.9863888888888888	24618.0	0.7873501299861889	0.1990387589026998	0.2069347344344463	1.7248024521008874e-07	0.2474991752422295	3.662438291655357e-09
RBM22-5_TIA1-1_interaction	False	1908.0	0.6545167714884698	40124.0	0.6662325291596053	-0.0117157576711355	0.0431747487282197	7.2940302209232e-07	0.139494254965813	9.874495056974746e-46	460.0	0.3196130434782609	52432.0	0.6219633525328044	-0.3023503090545435	-0.3379201037736978	4.930010126204653e-85	-0.0379844708546976	0.0774771603645895
RBM22-5_TIA1-2_interaction	False	1049.0	0.4155009532888465	57321.0	0.6922899809842815	-0.276789027695435	-0.2392403658953489	1.2310096845472303e-101	-0.1329968818890881	3.6928052006781604e-28	412.0	0.612256067961165	56893.0	0.6104715782257923	0.0017844897353727	0.0761054332475172	2.0431891055491644e-05	-0.1414564725933423	2.069133881254568e-08
RBM22-5_TIA1-3_interaction	False	2344.0	0.7156832337883959	51149.0	0.6907689886410292	0.0249142451473667	0.0675548860788428	8.391368085316456e-18	-0.0408444173828189	4.385450376921716e-06	892.0	0.5451177130044843	57327.0	0.6046053604758664	-0.0594876474713821	0.0486618246178974	9.17481839154816e-05	0.0426215685783306	0.0342666435073036
RBM22-5_TIA1-4_interaction	False	1349.0	0.6113398813936249	53382.0	0.7021540687872316	-0.0908141873936067	-0.059270708523187	2.890881456695418e-09	0.0706945873047746	5.290528856202395e-07	351.0	0.8167905982905982	55351.0	0.6154056566277032	0.201384941662895	0.2320966515214921	3.908282300689236e-33	0.0594941548165231	0.0157785407713551
RBM22-5_TIA1-5_interaction	True	4907.0	0.587405644996943	52847.0	0.6934605559445192	-0.1060549109475761	-0.0704813798202033	9.981467484608623e-33	-0.0752702161410734	1.3573845992256196e-29	1175.0	0.5946110638297872	55705.0	0.6076674625258055	-0.0130563986960182	0.0762515420643925	6.036939235533252e-12	0.121122288466618	8.130205579028543e-15
RBM22-5_TIA1-6_interaction	False	790.0	0.7542772151898735	48698.0	0.6572633989075527	0.0970138162823207	0.1623435984300223	8.023327876334013e-37	0.1223344655490243	1.8613892721280413e-18	458.0	0.3514213973799127	54331.0	0.6129358193296646	-0.2615144219497518	-0.2000309426552344	1.6783080207794483e-31	-0.2419714742435053	1.1649434598558639e-20
RBM22-6_TIA1-1_interaction	False	153.0	0.3192483660130719	36143.0	0.7021485349860277	-0.3829001689729558	-0.3723975387221903	3.5778099623447114e-39	-0.4785940695387921	5.125405616857737e-68	2.0	0.999	30674.0	0.6757677185890331	0.3232322814109669	0.3179654876635791	0.2038461510887022	0.6806178726773456	0.0026525137376882
RBM22-6_TIA1-2_interaction	False	403.0	0.9609677419354838	51122.0	0.7047030534799108	0.256264688455573	0.2594329921187864	1.20554118549186e-48	0.1364964839649581	3.013237494070421e-15	200.0	0.2093249999999999	34643.0	0.6633373841757353	-0.4540123841757353	-0.4013502428583858	2.324777146442676e-56	-0.3561879275474525	6.188077495531528e-58
RBM22-6_TIA1-3_interaction	False	783.0	0.4922611749680715	46780.0	0.7302753206498505	-0.2380141456817789	-0.2561993800073229	2.8559797830435093e-87	-0.1962631452173019	1.2160378418222283e-28	130.0	0.0579884615384615	36177.0	0.648071785941344	-0.5900833244028825	-0.5055094057088736	9.78679851927555e-59	-0.6201219693707494	3.050133811473581e-114
RBM22-6_TIA1-4_interaction	False	1157.0	0.686304235090752	46275.0	0.7301905996758509	-0.0438863645850988	-0.057485489417939	1.1232488982653597e-07	0.1795493901547277	2.1543747523113376e-46	234.0	0.9503333333333336	32911.0	0.6690656011667833	0.2812677321665502	0.3057574490039439	1.798297549483673e-38	0.2724190667648514	2.355150957655529e-31
RBM22-6_TIA1-5_interaction	False	776.0	0.8531855670103092	53618.0	0.6962933996046103	0.1568921674056989	0.1626937279624137	4.047328004344026e-36	0.2233676662080843	1.828947184671366e-65	72.0	0.9804097222222222	35237.0	0.6508482986633369	0.3295614235588853	0.4059100348026465	3.388438459330257e-22	0.670735207600392	1.1220989179226373e-52
RBM22-6_TIA1-6_interaction	True	1915.0	0.6365953002610966	38957.0	0.6932491079908616	-0.056653807729765	-0.052791195151826	1.874402741766639e-09	-0.1750060276082062	2.7591434362104843e-72	555.0	0.5561837837837839	31463.0	0.6621626195849093	-0.1059788358011254	-0.0459760580535305	0.0035677743931201	-0.1061081431404867	3.1216257309096794e-11
SF3B4-1_TAF15-1_interaction	True	29.0	0.997586206896552	118093.0	0.7597322830311705	0.2378539238653814	0.2031206340927476	0.0032551998697701	-0.0569121297400922	0.4728505285281007	24.0	0.9915416666666664	70624.0	0.757666820061169	0.2338748466054975	0.0418101879511093	0.5699388113870281	-0.5416143094141065	0.0042851942052361
SF3B4-1_TAF15-2_interaction	False	0.0		118088.0	0.7600804019036652				0.0		0.0		70169.0	0.7569361826447577				0.0	
SF3B4-1_TAF15-3_interaction	False	184.0	0.7667119565217392	118255.0	0.7595554522007527	0.0071565043209864	0.0185590100682485	0.5341923959414507	0.2269702075205454	0.05280298777496	14.0	0.9911428571428572	71006.0	0.7545304340478268	0.2366124230950302	0.3202908931091026	0.000767547719101	-0.0646619923343662	0.4444402426913586
SF3B4-1_TAF15-4_interaction	False	37.0	0.0342702702702702	118487.0	0.7601112695907567	-0.7258409993204864	-0.7826845786484057	4.0532229567880566e-40	-0.754804962843286	1.936999236060376e-06	0.0		70956.0	0.7528581938102487				0.0	
SF3B4-1_TAF15-5_interaction	False	155.0	0.9473806451612904	118513.0	0.7587338772961616	0.1886467678651286	0.2753588221260542	3.4361829419081034e-19	0.0025662916423155	0.993143058937712	0.0		70387.0	0.7574992967451376				0.0	
SF3B4-1_TAF15-6_interaction	False	9.0	0.8877222222222222	117942.0	0.7598753455088093	0.1278468767134128	-0.1465924782291965	0.252435729134723	0.0201710045075873	0.8975849105269887	0.0		70262.0	0.7567148458626283				0.0	
SF3B4-2_TAF15-1_interaction	False	26.0	0.9972115384615384	247442.0	0.7354768935750601	0.2617346448864783	0.2239525383394484	0.0019816651456164	0.0028300906386426	0.990938352935384	391.0	0.911235294117647	116221.0	0.7063302802419529	0.2049050138756941	0.0267911437140448	0.3477685621450394	0.0309151627557935	0.8548803272692685
SF3B4-2_TAF15-2_interaction	True	0.0		247431.0	0.7356361106732785				0.0		46.0	0.9953478260869564	116408.0	0.7067196842141433	0.288628141872813	0.0419846806166085	0.5082159824571748	0.0153530333319169	0.9209573892715556
SF3B4-2_TAF15-3_interaction	False	0.0		247966.0	0.7354483437245429				0.0		46.0	0.9953478260869564	117273.0	0.705689374365796	0.2896584517211603	0.3887794410988107	3.371942626957883e-13	0.0153530333319183	0.9209573892715488
SF3B4-2_TAF15-4_interaction	False	150.0	0.9158433333333332	247604.0	0.735262318056251	0.1805810152770822	0.2204363768565832	1.1200543226367359e-11	-0.7945161975974374	0.0650554746284043	0.0		117287.0	0.7048159472064254				0.0	
SF3B4-2_TAF15-5_interaction	False	6.0	0.99775	248154.0	0.7352867453274984	0.2624632546725016	0.2986166892559631	0.0365990039014505	0.139385323306019	0.1478448813139551	0.0		116718.0	0.7073805668363063				0.0	
SF3B4-2_TAF15-6_interaction	False	0.0		247303.0	0.7355349550955711				0.0		16.0	0.99690625	116561.0	0.706774474309589	0.290131775690411	0.1916331434701523	0.0365118670073081	1.095335442577486	2.6097818353280674e-25
SF3B4-3_TAF15-1_interaction	False	42.0	0.9959404761904762	128144.0	0.8497579051691846	0.1461825710212916	0.1211750383919208	0.0398986910879268	-0.1616336434446695	0.0647716139811872	517.0	0.9145725338491296	79378.0	0.8434350071808309	0.0711375266682986	-0.0724030691665685	0.0377443645374304	0.0944200505353778	0.0164367813420044
SF3B4-3_TAF15-2_interaction	False	3.0	0.9953333333333332	128159.0	0.8501042767187634	0.1452290566145698	-0.0840757839587579	0.6776512851956678	0.0996782722962096	0.337327022008542	0.0		79909.0	0.8441133226545195				0.0	
SF3B4-3_TAF15-3_interaction	True	21.0	0.9974761904761906	128658.0	0.8492250579054548	0.1482511325707358	0.1465230430120861	0.0569015397619866	0.0852334565456796	0.1900968939195813	171.0	0.9547777777777776	80432.0	0.8406629513129102	0.1141148264648674	0.255626386172658	6.332003952908352e-18	0.6156226938860339	1.7214439632598335e-78
SF3B4-3_TAF15-4_interaction	False	0.0		128638.0	0.8493909381364759				0.0		4.0	0.997375	80688.0	0.8396617031033116	0.1577132968966884	0.3783591537769478	0.0322998989665668	0.5666634157284758	0.0039455901764599
SF3B4-3_TAF15-5_interaction	False	34.0	0.97775	128832.0	0.8487420865933929	0.129007913406607	0.1674113929396493	0.0058352814583981	0.4939220385056372	0.0223616401184726	20.0	0.996575	80087.0	0.8442947856705832	0.1522802143294167	-0.0941713249652662	0.24598926821191	0.1781246044297435	0.02589489687938
SF3B4-3_TAF15-6_interaction	False	7.0	0.9985	128023.0	0.8500138998461213	0.1484861001538786	-0.1091975471258574	0.4398376135331122	-0.0860523380468642	0.4983627698863381	0.0		80002.0	0.8438175920601985				0.0	
SF3B4-4_TAF15-1_interaction	False	4.0	0.999875	144117.0	0.8887550601247597	0.1111199398752403	0.0412990529281753	0.8128898480903194	-0.0296158790824421	0.8219151833248339	0.0		79779.0	0.87295789618822				0.0	
SF3B4-4_TAF15-2_interaction	False	3.0	0.9953333333333332	144056.0	0.8890028183484202	0.106330514984913	-0.1267267184915369	0.5293841828969555	0.0996782722962084	0.3373270220085437	23.0	0.9955000000000002	79230.0	0.8728299192225166	0.1226700807774835	-0.1388849140649891	0.083503558214596	0.3319350852227186	0.4584250906076715
SF3B4-4_TAF15-3_interaction	False	21.0	0.9974761904761906	144555.0	0.8880860122444744	0.1093901782317162	0.103864171112166	0.1754445034783766	0.0852334565456807	0.1900968939195642	36.0	0.9966111111111112	80069.0	0.8694855249847008	0.1271255861264103	0.2133721475960874	0.0003598267369907	-0.4288524172982676	3.4305936504678e-06
SF3B4-4_TAF15-4_interaction	True	0.0		144535.0	0.8882390251496177				0.0		185.0	0.6341783783783783	79693.0	0.8692333391891384	-0.23505496081076	0.0213802640965303	0.4604388697491637	-0.6468717442316896	5.324470471608035e-54
SF3B4-4_TAF15-5_interaction	False	3.0	0.999	144791.0	0.8876470878714837	0.1113529121285162	0.1356960028577068	0.4977402582294568	-0.1032179689364835	0.0145043502484372	125.0	0.96136	79244.0	0.8728031838372622	0.0885568161627377	-0.1557022485388998	6.591371690176533e-05	0.2040001847751248	0.2023523758388735
SF3B4-4_TAF15-6_interaction	False	3.0	0.999	143928.0	0.888965249986104	0.1100347500138959	-0.1536194334457803	0.4557155224018427	-0.1032179689364815	0.0145043502484377	0.0		79369.0	0.8725692776776826				0.0	
SF3B4-5_TAF15-1_interaction	False	35.0	0.9963285714285712	228025.0	0.7083524810875999	0.2879760903409715	0.2637158982940371	3.525642799416474e-05	0.0689568514646949	0.5659790393118012	5.0	0.9702	118159.0	0.6985264770351814	0.2716735229648185	0.0787476431948138	0.6200814267399859	0.6886506250319306	0.0326576127998054
SF3B4-5_TAF15-2_interaction	False	72.0	0.9545277777777778	227888.0	0.7083910319981747	0.2461367457796031	0.0325444731486715	0.5405005574043451	-0.0173915551970784	0.9378144786280864	2.0	0.99925	117662.0	0.6977553883156838	0.3014946116843161	0.0420207804462621	0.8675536268567918	0.082709478255603	0.7398337814192966
SF3B4-5_TAF15-3_interaction	False	241.0	0.8155	228085.0	0.7081798540017975	0.1073201459982025	0.1544926414874713	2.214321219425173e-08	0.1204914478086364	0.0137742799341023	242.0	0.7140557851239671	118047.0	0.6967409040466934	0.0173148810772736	0.1280352875125849	9.468857544599768e-07	-0.0148177489297358	0.5946430429381436
SF3B4-5_TAF15-4_interaction	False	69.0	0.455195652173913	228367.0	0.7085871251100203	-0.2533914729361072	-0.2974796417945635	2.11185761047298e-11	-0.1129801765380733	0.2857161066972972	0.0		118453.0	0.6957159590723748				0.0	
SF3B4-5_TAF15-5_interaction	True	177.0	0.9553446327683616	228413.0	0.707885352409889	0.2474592803584725	0.3496264022880779	5.0446600181217815e-33	-0.0044898764952087	0.9743871652188028	186.0	0.9304489247311828	117512.0	0.6974761088229288	0.232972815908254	-0.0307190212525887	0.410577125281937	-0.0486056130100289	0.4836474217981416
SF3B4-5_TAF15-6_interaction	False	0.0		227904.0	0.7084214844846952				0.0		2.0	0.998	117755.0	0.6976701031803318	0.3003298968196681	0.1908524538236351	0.447518197095738	-0.0432643912286715	0.8005910715009521
SF3B4-6_TAF15-1_interaction	False	31.0	0.9958709677419356	217959.0	0.7396676462086906	0.256203321533245	0.2236956244083591	0.0008552789336693	0.0985727305471326	0.3201794949241995	0.0		94060.0	0.7601061556453328				0.0	
SF3B4-6_TAF15-2_interaction	False	147.0	0.967248299319728	217664.0	0.7395529049360482	0.2276953943836798	0.1122362496150367	0.0990290440841747	0.1375505569334033	0.3598780568457475	0.0		93557.0	0.7594512917258998				0.0	
SF3B4-6_TAF15-3_interaction	False	211.0	0.9500118483412322	218071.0	0.73922949406386	0.2107823542773722	0.3024084427782113	4.2216999015233777e-26	-0.0145276816233992	0.9032534170074402	0.0		94422.0	0.7576885630467475				0.0	
SF3B4-6_TAF15-4_interaction	False	35.0	0.9239428571428572	218361.0	0.7396156090144301	0.184327248128427	0.1803828464960065	0.0029180835683506	-0.049928655244691	0.6781236557173165	121.0	0.960198347107438	94102.0	0.7558390629317124	0.2043592841757255	0.4992481596216859	1.7272029911128378e-47	-0.237703340390009	0.3891381999908789
SF3B4-6_TAF15-5_interaction	False	181.0	0.956113259668508	218331.0	0.7391045843238019	0.2170086753447062	0.3176475284002044	5.388245290729028e-28	0.121805066762794	0.2729536199769207	264.0	0.9607689393939394	93247.0	0.7587305382478793	0.2020384011460601	-0.0136652442753335	0.7458624914209222	0.4799266372540595	1.4208520691945314e-12
SF3B4-6_TAF15-6_interaction	True	0.0		217830.0	0.7397476793830049				0.0		34.0	0.4701029411764705	93582.0	0.7594928618751469	-0.2893899206986763	-0.4621224179054058	1.8443480544355743e-12	-0.5870040187510909	0.0012358001519925
SRSF1-1_TAF15-1_interaction	True	11.0	0.9987272727272728	52295.0	0.712908260827995	0.2858190118992778	0.2347392679616765	0.0292307864833163	0.0868391825846356	0.1282673536509329									
SRSF1-1_TAF15-2_interaction	False	0.0		52254.0	0.7134948425000956				0.0										
SRSF1-1_TAF15-3_interaction	False	0.0		52789.0	0.7128372388186932				0.0										
SRSF1-1_TAF15-4_interaction	False	149.0	0.919006711409396	52429.0	0.7117923477464763	0.2072143636629198	0.2493144474933042	1.944106265844656e-14	-0.0812684217553968	0.6026262717892241									
SRSF1-1_TAF15-5_interaction	False	9.0	0.9981666666666666	52971.0	0.712128032319571	0.2860386343470956	0.3248898618802711	0.0054338802470882	0.0361673543695557	0.6709506618162492									
SRSF1-1_TAF15-6_interaction	False	3.0	0.999	52120.0	0.712927628549501	0.286072371450499	0.0342895152743772	0.8688076146878412	-0.1032179689364867	0.0145043502484341									
SRSF1-2_TAF15-1_interaction	False	64.0	0.929203125	115955.0	0.7256681945582338	0.2035349304417661	0.1941030693278908	0.0001350750581722	-0.0485771828544124	0.6082127776940595									
SRSF1-2_TAF15-2_interaction	True	0.0		116020.0	0.7261096664368212				0.0										
SRSF1-2_TAF15-3_interaction	False	0.0		116555.0	0.7257539273304451				0.0										
SRSF1-2_TAF15-4_interaction	False	159.0	0.9237672955974844	116175.0	0.7252761007101356	0.1984911948873486	0.24663972338147	9.298698145784922e-15	0.1844118448086399	0.0984883003331124									
SRSF1-2_TAF15-5_interaction	False	77.0	0.9404285714285714	116601.0	0.7251701014571059	0.2152584699714654	0.2741162792855128	4.2050770215124815e-11	0.1138851147731396	0.2358905564862908									
SRSF1-2_TAF15-6_interaction	False	3.0	0.999	115886.0	0.7258691472654162	0.2731308527345838	0.0207546853519782	0.920362544064388	-0.1032179689364864	0.0145043502484343									
SRSF1-3_TAF15-1_interaction	False	0.0		35070.0	0.85619250071286				0.0										
SRSF1-3_TAF15-2_interaction	False	0.0		35007.0	0.8571463135944241				0.0										
SRSF1-3_TAF15-3_interaction	True	96.0	0.0337447916666666	35350.0	0.8584624469589817	-0.824717655292315	-0.935947626577589	4.029603749322025e-132	-0.1692438540142767	0.1501654783197786									
SRSF1-3_TAF15-4_interaction	False	245.0	0.5721285714285714	34990.0	0.8583950700200056	-0.2862664985914341	-0.3986717135949604	2.8862601341833884e-45	-0.2505122757696516	0.0281460219208068									
SRSF1-3_TAF15-5_interaction	False	0.0		35742.0	0.8523099574730009				0.0										
SRSF1-3_TAF15-6_interaction	False	0.0		34879.0	0.8568750107514551				0.0										
SRSF1-4_TAF15-1_interaction	False	0.0		67898.0	0.8890103464019559				0.0										
SRSF1-4_TAF15-2_interaction	False	72.0	0.9536597222222222	67691.0	0.8893966332304147	0.0642630889918074	-0.1565817576339194	0.0031309142603615	-0.0093704909397344	0.966415236271022									
SRSF1-4_TAF15-3_interaction	False	101.0	0.0532128712871287	68168.0	0.8901204524116888	-0.8369075811245601	-0.9545122482087336	4.4540392484055445e-144	-0.6437442868936987	1.7353538059520557e-12									
SRSF1-4_TAF15-4_interaction	True	281.0	0.6132099644128113	67746.0	0.890182682372391	-0.2769727179595797	-0.3864916974316164	8.352669792221906e-45	0.6037591956444738	1.6000341765861023e-08									
SRSF1-4_TAF15-5_interaction	False	8.0	0.8733125	68554.0	0.8866680718849373	-0.0133555718849373	0.0164321067264411	0.8940930315132061	0.2456086658604966	0.0099018750372925									
SRSF1-4_TAF15-6_interaction	False	2.0	0.5	67703.0	0.8894775268451914	-0.3894775268451914	-0.6677311485593947	0.0077423420426173	0.1062233425544534	0.0855866035064826									
SRSF1-5_TAF15-1_interaction	False	64.0	0.929203125	57138.0	0.7264827260317128	0.2027203989682872	0.1934044132345184	0.0001432579181791	-0.0485771828544108	0.60821277769407									
SRSF1-5_TAF15-2_interaction	False	0.0		57203.0	0.7273772004964775				0.0										
SRSF1-5_TAF15-3_interaction	False	0.0		57738.0	0.7266473293151823				0.0										
