	Counts
ENSE00003658426	0
ENSE00001417028	0
ENSE00003659161	0
ENSE00003678932	0
ENSE00003617364	0
ENSE00002454615	0
ENSE00003829372	0
ENSE00001946540	0
ENSE00003507356	0
ENSE00003559459	0
ENSE00003840597	0
ENSE00003613680	0
ENSE00003598452	0
ENSE00003646122	0
ENSE00003609601	0
ENSE00003520169	0
ENSE00003525781	0
ENSE00001333450	0
ENSE00002537298	0
ENSE00003506914	0
ENSE00001173242	0
ENSE00003104518	0
ENSE00003630244	0
ENSE00000831295	0
ENSE00001521894	0
ENSE00001111763	0
ENSE00003475894	0
ENSE00003554200	0
ENSE00003641899	0
ENSE00003626032	0
ENSE00002731900	0
ENSE00001686214	0
ENSE00001327278	0
ENSE00001614347	0
ENSE00001892344	0
ENSE00002041978	0
ENSE00003575023	0
ENSE00003829496	0
ENSE00003572753	0
ENSE00003658855	0
ENSE00001577129	0
ENSE00003474499	0
ENSE00003822441	0
ENSE00001151225	0
ENSE00003630603	0
ENSE00001780166	0
ENSE00002734450	0
ENSE00002447313	0
ENSE00003565552	0
ENSE00003472421	0
ENSE00001816398	0
ENSE00003505537	0
ENSE00000954150	0
ENSE00002370390	0
ENSE00003612883	0
ENSE00001918947	0
ENSE00003586344	0
ENSE00000820065	0
ENSE00002192927	0
ENSE00003501592	0
ENSE00000807433	0
ENSE00003682179	0
ENSE00000774633	0
ENSE00003827091	0
ENSE00002275689	0
ENSE00003593566	0
ENSE00001455951	0
ENSE00003619419	0
ENSE00003722202	0
ENSE00003828063	0
ENSE00000753547	0
ENSE00003649924	0
ENSE00001777397	0
ENSE00003181823	0
ENSE00002056212	0
ENSE00003643055	0
ENSE00003702588	0
ENSE00003838625	0
ENSE00003555893	0
ENSE00003628779	0
ENSE00001911502	0
ENSE00003584353	0
ENSE00001842354	0
ENSE00002609088	0
ENSE00003558060	0
ENSE00003674325	0
ENSE00003463878	0
ENSE00003579787	0
ENSE00002407586	0
ENSE00003584765	0
ENSE00003543565	0
ENSE00001943801	0
ENSE00003634418	0
ENSE00003603365	0
ENSE00002940634	0
ENSE00003479325	0
ENSE00000835218	0
ENSE00002197662	0
ENSE00001505703	0
ENSE00003734657	0
ENSE00003492601	0
ENSE00002448423	0
ENSE00003538045	0
ENSE00003627649	0
ENSE00001918731	0
ENSE00002974631	0
ENSE00003633912	0
ENSE00002815224	0
ENSE00001083621	0
ENSE00003645139	0
ENSE00001878165	0
ENSE00003622644	0
ENSE00001734994	0
ENSE00001339281	0
ENSE00003522630	0
ENSE00001169513	0
ENSE00003636854	0
ENSE00001389452	0
ENSE00000662645	0
ENSE00000938511	0
ENSE00001408644	0
ENSE00003796029	0
ENSE00002506579	0
ENSE00003599757	0
ENSE00001945954	0
ENSE00001546937	0
ENSE00001777632	0
ENSE00003700470	0
ENSE00003503764	0
ENSE00003786071	0
ENSE00003474194	0
ENSE00003657411	0
ENSE00003596166	0
ENSE00003517024	0
ENSE00003620271	0
ENSE00003671197	0
ENSE00002160435	0
ENSE00001446781	0
ENSE00003464573	0
ENSE00002242845	0
ENSE00002965012	0
ENSE00003550310	0
ENSE00003538438	0
ENSE00002417131	0
ENSE00003551755	0
ENSE00001517445	0
ENSE00003678623	0
ENSE00001564516	0
ENSE00003513089	0
ENSE00000857263	0
ENSE00003463929	0
ENSE00003740181	0
ENSE00003626549	0
ENSE00003535072	0
ENSE00003584491	0
ENSE00001276548	0
ENSE00003660882	0
ENSE00003095499	0
ENSE00003788957	0
ENSE00002196333	0
ENSE00002564634	0
ENSE00003643225	0
ENSE00003512444	0
ENSE00003651643	0
ENSE00001023901	0
ENSE00001851504	0
ENSE00003505020	0
ENSE00003544904	0
ENSE00003591386	0
ENSE00002471472	0
ENSE00003631220	0
ENSE00003533867	0
ENSE00003649280	0
ENSE00001645886	0
ENSE00003596397	0
ENSE00003525847	0
ENSE00001175836	0
ENSE00003730365	0
ENSE00003535584	0
ENSE00002278996	0
ENSE00003663324	0
ENSE00001101213	0
ENSE00001725663	0
ENSE00001385108	0
ENSE00003550078	0
ENSE00003525732	0
ENSE00003574715	0
ENSE00003835804	0
ENSE00003839527	0
ENSE00003622504	0
ENSE00001892335	0
ENSE00003611446	0
ENSE00003658718	0
ENSE00003571919	0
ENSE00001952528	0
ENSE00003595541	0
ENSE00003572254	0
ENSE00002076629	0
ENSE00002375067	0
ENSE00003567906	0
ENSE00003646592	0
ENSE00003682242	0
ENSE00003690237	0
ENSE00003479652	0
ENSE00001383176	0
ENSE00003460415	0
ENSE00002108201	0
ENSE00003535547	0
ENSE00001299832	0
ENSE00001399849	0
ENSE00000954872	0
ENSE00003552173	0
ENSE00002303374	0
ENSE00001683434	0
ENSE00003547590	0
ENSE00003564447	0
ENSE00002449423	0
ENSE00002514175	0
ENSE00003533989	0
ENSE00002353056	0
ENSE00003492217	0
ENSE00002465464	0
ENSE00001198366	0
ENSE00002043305	0
ENSE00003618376	0
ENSE00000671826	0
ENSE00003601006	0
ENSE00003581932	0
ENSE00002174374	0
ENSE00000926634	0
ENSE00003530033	0
ENSE00002599122	0
ENSE00003526126	0
ENSE00000657682	0
ENSE00002626487	0
ENSE00003665082	0
ENSE00001021094	0
ENSE00001634500	0
ENSE00003643716	0
ENSE00003466323	0
ENSE00001198907	0
ENSE00000773073	0
ENSE00003647360	0
ENSE00003534197	0
ENSE00001886032	0
ENSE00001629892	0
ENSE00002418300	0
ENSE00003683287	0
ENSE00003471900	0
ENSE00003673735	0
ENSE00003820344	0
ENSE00001272698	0
ENSE00003587524	0
ENSE00003823382	0
ENSE00001935356	0
ENSE00002135639	0
ENSE00003541748	0
ENSE00003478145	0
ENSE00000942485	0
ENSE00001115095	0
ENSE00003643153	0
ENSE00003656400	0
ENSE00003581136	0
ENSE00003501083	0
ENSE00002729447	0
ENSE00002524628	0
ENSE00003694545	0
ENSE00003528561	0
ENSE00003804160	0
ENSE00001868896	0
ENSE00002265621	0
ENSE00001634150	0
ENSE00001798111	0
ENSE00003736023	0
ENSE00003678246	0
ENSE00003609545	0
ENSE00001837912	0
ENSE00003606253	0
ENSE00003614530	0
ENSE00003556029	0
ENSE00003601749	0
ENSE00003515478	0
ENSE00002445980	0
ENSE00001847105	0
ENSE00003552487	0
ENSE00003515673	0
ENSE00001528637	0
ENSE00003545206	0
ENSE00001656921	0
ENSE00003470379	0
ENSE00001951744	0
ENSE00003490203	0
ENSE00003492379	0
ENSE00003651764	0
ENSE00002031512	0
ENSE00001672625	0
ENSE00003502112	0
ENSE00001665613	0
ENSE00000939645	0
ENSE00003649194	0
ENSE00003654328	0
ENSE00000709438	0
ENSE00003600477	0
ENSE00003693283	0
ENSE00003733572	0
ENSE00003817134	0
ENSE00003575433	0
ENSE00001609989	0
ENSE00001734998	0
ENSE00001209971	0
ENSE00002144685	0
ENSE00002707948	0
ENSE00003458431	0
ENSE00003489002	0
ENSE00000712245	0
ENSE00003466400	0
ENSE00002517570	0
ENSE00000805224	0
ENSE00003622016	0
ENSE00001907120	0
ENSE00001294709	0
ENSE00001399532	0
ENSE00003505254	0
ENSE00002817027	0
ENSE00001791779	0
ENSE00003537769	0
ENSE00002136294	0
ENSE00001231589	0
ENSE00002628024	0
ENSE00003559743	0
ENSE00003774069	0
ENSE00001684490	0
ENSE00002689250	0
ENSE00003560435	0
ENSE00003471184	0
ENSE00003639438	0
ENSE00001020331	0
ENSE00003581216	0
ENSE00003512145	0
ENSE00002441395	0
ENSE00003714248	0
ENSE00003479418	0
ENSE00002669946	0
ENSE00001690931	0
ENSE00002715641	0
ENSE00003579620	0
ENSE00001886975	0
ENSE00003604536	0
ENSE00002233227	0
ENSE00003529144	0
ENSE00003477457	0
ENSE00003786210	0
ENSE00001820103	0
ENSE00002533773	0
ENSE00002158734	0
ENSE00003536588	0
ENSE00002284423	0
ENSE00003618394	0
ENSE00002669187	0
ENSE00003530394	0
ENSE00001164200	0
ENSE00001046505	0
ENSE00002201900	0
ENSE00003419267	0
ENSE00002266877	0
ENSE00003508208	0
ENSE00003638824	0
ENSE00003667930	0
ENSE00001259635	0
ENSE00002123886	0
ENSE00002901807	0
ENSE00001659380	0
ENSE00001887798	0
ENSE00001717488	0
ENSE00001524995	0
ENSE00003678537	0
ENSE00002158267	0
ENSE00001188809	0
ENSE00003705139	0
ENSE00003478016	0
ENSE00003658409	0
ENSE00003507302	0
ENSE00001910590	0
ENSE00001752964	0
ENSE00001364098	0
ENSE00001079731	0
ENSE00003587868	0
ENSE00003596027	0
ENSE00003748805	0
ENSE00003517948	0
ENSE00003606251	0
ENSE00000779795	0
ENSE00003500826	0
ENSE00003529081	0
ENSE00001524038	0
ENSE00002603648	0
ENSE00003808657	0
ENSE00003574910	0
ENSE00003486236	0
ENSE00001467440	0
ENSE00003562728	0
ENSE00000454803	0
ENSE00002695846	0
ENSE00003596547	0
ENSE00003738167	0
ENSE00003488697	0
ENSE00003598386	0
ENSE00003788519	0
ENSE00003509953	0
ENSE00003578078	0
ENSE00003623366	0
ENSE00003561075	0
ENSE00001596170	0
ENSE00002675648	0
ENSE00001836814	0
ENSE00000652650	0
ENSE00003714677	0
ENSE00003659059	0
ENSE00000764522	0
ENSE00001373844	0
ENSE00001647124	0
ENSE00002933369	0
ENSE00003524573	0
ENSE00003636736	0
ENSE00000678501	0
ENSE00003522602	0
ENSE00003524850	0
ENSE00003457103	0
ENSE00003780831	0
ENSE00002231392	0
ENSE00003664580	0
ENSE00001772945	0
ENSE00002742567	0
ENSE00002066723	0
ENSE00000948461	0
ENSE00000719551	0
ENSE00001254633	0
ENSE00003840116	0
ENSE00001384510	0
ENSE00003594227	0
ENSE00003679447	0
ENSE00003657674	0
ENSE00003639877	0
ENSE00002254882	0
ENSE00003605563	0
ENSE00001939929	0
ENSE00001670495	0
ENSE00000856478	0
ENSE00001379747	0
ENSE00003676977	0
ENSE00003662531	0
ENSE00002190228	0
ENSE00001593436	0
ENSE00000777658	0
ENSE00003705947	0
ENSE00002162508	0
ENSE00002270289	0
ENSE00002579224	0
ENSE00003584664	0
ENSE00003484348	0
ENSE00003532149	0
ENSE00003688657	0
ENSE00002735403	0
ENSE00003606920	0
ENSE00000804088	0
ENSE00003690824	0
ENSE00003076982	0
ENSE00003572397	0
ENSE00003669481	0
ENSE00001884338	0
ENSE00001032444	0
ENSE00002552992	0
ENSE00001901717	0
ENSE00003798500	0
ENSE00003680999	0
ENSE00003522958	0
ENSE00000661501	0
ENSE00003474751	0
ENSE00002062810	0
ENSE00003618498	0
ENSE00001945430	0
ENSE00003669041	0
ENSE00003599731	0
ENSE00003798949	0
ENSE00002038721	0
ENSE00003736836	0
ENSE00001915624	0
ENSE00003537123	0
ENSE00003545189	0
ENSE00003483640	0
ENSE00003483546	0
ENSE00003600584	0
ENSE00003468182	0
ENSE00002600380	0
ENSE00003541190	0
ENSE00002236266	0
ENSE00001451527	0
ENSE00003469673	0
ENSE00002092967	0
ENSE00003582475	0
ENSE00002600474	0
ENSE00001853802	0
ENSE00003606344	0
ENSE00000897866	0
ENSE00003634446	0
ENSE00003595154	0
ENSE00003609189	0
ENSE00003533064	0
ENSE00003731042	0
ENSE00003623056	0
ENSE00003610707	0
ENSE00002104046	0
ENSE00003825722	0
ENSE00003587818	0
ENSE00003793683	0
ENSE00003657346	0
ENSE00003676444	0
ENSE00000689546	0
ENSE00003523499	0
ENSE00003613720	0
ENSE00003748876	0
ENSE00002179248	0
ENSE00000986187	0
ENSE00003488284	0
ENSE00003635165	0
ENSE00002022205	0
ENSE00001935180	0
ENSE00003481544	0
ENSE00003514864	0
ENSE00003683163	0
ENSE00003103368	0
ENSE00002454697	0
ENSE00003527042	0
ENSE00001493619	0
ENSE00003568537	0
ENSE00003553672	0
ENSE00003619088	0
ENSE00002306998	0
ENSE00003642019	0
ENSE00001761891	0
ENSE00003606712	0
ENSE00003585906	0
ENSE00001433460	0
ENSE00001136321	0
ENSE00003680459	0
ENSE00001749029	0
ENSE00003740323	0
ENSE00003512411	0
ENSE00002077152	0
ENSE00003577653	0
ENSE00003690220	0
ENSE00001697129	0
ENSE00003728893	0
ENSE00003720073	0
ENSE00003615297	0
ENSE00001118649	0
ENSE00000718437	0
ENSE00003511227	0
ENSE00002647011	0
ENSE00001555535	0
ENSE00003589667	0
ENSE00002100784	0
ENSE00003789675	0
ENSE00003614905	0
ENSE00002590090	0
ENSE00001454776	0
ENSE00003651276	0
ENSE00003462949	0
ENSE00003586935	0
ENSE00003663874	0
ENSE00002688405	0
ENSE00003501967	0
ENSE00003671001	0
ENSE00001641385	0
ENSE00002156570	0
ENSE00003690274	0
ENSE00003601956	0
ENSE00001747591	0
ENSE00003494554	0
ENSE00003658760	0
ENSE00003806652	0
ENSE00002887173	0
ENSE00001722055	0
ENSE00003797826	0
ENSE00003598953	0
ENSE00002090565	0
ENSE00003557169	0
ENSE00003703636	0
ENSE00001188647	0
ENSE00002618632	0
ENSE00003811819	0
ENSE00003459750	0
ENSE00001873949	0
ENSE00001915231	0
ENSE00003540257	0
ENSE00001617692	0
ENSE00003513983	0
ENSE00002676059	0
ENSE00001189675	0
ENSE00001404859	0
ENSE00001644848	0
ENSE00001753774	0
ENSE00003195451	0
ENSE00002168899	0
ENSE00003556201	0
ENSE00003474354	0
ENSE00003496251	0
ENSE00001598494	0
ENSE00001766144	0
ENSE00002712940	0
ENSE00003539920	0
ENSE00002104076	0
ENSE00001944211	0
ENSE00003652213	0
ENSE00003465899	0
ENSE00003746716	0
ENSE00001863551	0
ENSE00002505979	0
ENSE00002245929	0
ENSE00000848103	0
ENSE00001049318	0
ENSE00003728957	0
ENSE00003739434	0
ENSE00003582817	0
ENSE00003768503	0
ENSE00002082258	0
ENSE00001158563	0
ENSE00003605721	0
ENSE00002618822	0
ENSE00003673621	0
ENSE00003693205	0
ENSE00003586792	0
ENSE00003536168	0
ENSE00003681667	0
ENSE00003599373	0
ENSE00003667098	0
ENSE00003103399	0
ENSE00001758707	0
ENSE00003821069	0
ENSE00002361553	0
ENSE00003798187	0
ENSE00003617689	0
ENSE00003459612	0
ENSE00002311299	0
ENSE00001718925	0
ENSE00003480330	0
ENSE00002621582	0
ENSE00001233481	0
ENSE00003566940	0
ENSE00003619918	0
ENSE00003625047	0
ENSE00002065802	0
ENSE00003633220	0
ENSE00003651955	0
ENSE00003499884	0
ENSE00002397629	0
ENSE00003670514	0
ENSE00002697755	0
ENSE00003477671	0
ENSE00001908195	0
ENSE00003655562	0
ENSE00001675362	0
ENSE00003669320	0
ENSE00001789362	0
ENSE00000727547	0
ENSE00003813433	0
ENSE00001627269	0
ENSE00003563413	0
ENSE00003573701	0
ENSE00001385502	0
ENSE00003466567	0
ENSE00003536411	0
ENSE00003740191	0
ENSE00003516928	0
ENSE00003508857	0
ENSE00003511020	0
ENSE00001622784	0
ENSE00001680898	0
ENSE00002909267	0
ENSE00002176551	0
ENSE00003593497	0
ENSE00003683929	0
ENSE00001801522	0
ENSE00001334290	0
ENSE00001873342	0
ENSE00001641122	0
ENSE00001689532	0
ENSE00001867428	0
ENSE00003632793	0
ENSE00002751115	0
ENSE00001207561	0
ENSE00002119424	0
ENSE00003636391	0
ENSE00003621410	0
ENSE00003534951	0
ENSE00001408551	0
ENSE00003588013	0
ENSE00003656874	0
ENSE00001739922	0
ENSE00003495105	0
ENSE00001595959	0
ENSE00003501203	0
ENSE00001119066	0
ENSE00003713294	0
ENSE00001706051	0
ENSE00003519641	0
ENSE00003572157	0
ENSE00002819603	0
ENSE00003708972	0
ENSE00003687925	0
ENSE00003483819	0
ENSE00003532498	0
ENSE00001863041	0
ENSE00001363716	0
ENSE00000963646	0
ENSE00003572504	0
ENSE00001520686	0
ENSE00001918868	0
ENSE00003647862	0
ENSE00003835567	0
ENSE00001684472	0
ENSE00003553755	0
ENSE00003671301	0
ENSE00001664216	0
ENSE00003505638	0
ENSE00003560948	0
ENSE00003705392	0
ENSE00001890608	0
ENSE00003787439	0
ENSE00003570831	0
ENSE00003624798	0
ENSE00003590104	0
ENSE00003584247	0
ENSE00003612315	0
ENSE00001747392	0
ENSE00003655502	0
ENSE00001136284	0
ENSE00003652317	0
ENSE00003726774	0
ENSE00003527083	0
ENSE00001462079	0
ENSE00003662015	0
ENSE00001198100	0
ENSE00002395569	0
ENSE00002255600	0
ENSE00003521759	0
ENSE00003592307	0
ENSE00003662207	0
ENSE00001759568	0
ENSE00001839661	0
ENSE00003570715	0
ENSE00002857901	0
ENSE00003483060	0
ENSE00003547772	0
ENSE00003604072	0
ENSE00003518958	0
ENSE00002378682	0
ENSE00003539009	0
ENSE00003738962	0
ENSE00001734572	0
ENSE00001853872	0
ENSE00003482998	0
ENSE00003561597	0
ENSE00001904439	0
ENSE00003607159	0
ENSE00002521411	0
ENSE00003694134	0
ENSE00003207674	0
ENSE00003515480	0
ENSE00001236006	0
ENSE00003716353	0
ENSE00003567801	0
ENSE00003813207	0
ENSE00001676909	0
ENSE00002895185	0
ENSE00003521286	0
ENSE00003541736	0
ENSE00003624447	0
ENSE00003644402	0
ENSE00003731522	0
ENSE00002470594	0
ENSE00001083629	0
ENSE00001731625	0
ENSE00003813839	0
ENSE00001422669	0
ENSE00003695098	0
ENSE00002258895	0
ENSE00001884500	0
ENSE00001446558	0
ENSE00003592497	0
ENSE00002441699	0
ENSE00003656623	0
ENSE00001786261	0
ENSE00003584986	0
ENSE00003640008	0
ENSE00003523200	0
ENSE00003547105	0
ENSE00000918676	0
ENSE00003630913	0
ENSE00001147594	0
ENSE00002679491	0
ENSE00001433072	0
ENSE00003577259	0
ENSE00001302375	0
ENSE00003512973	0
ENSE00000936901	0
ENSE00002617975	0
ENSE00001338592	0
ENSE00000689798	0
ENSE00001809711	0
ENSE00002666837	0
ENSE00002581962	0
ENSE00003789792	0
ENSE00003498101	0
ENSE00003795601	0
ENSE00003562199	0
ENSE00003575924	0
ENSE00001638407	0
ENSE00000844788	0
ENSE00003661667	0
ENSE00000681067	0
ENSE00003501302	0
ENSE00001668493	0
ENSE00002499891	0
ENSE00003747380	0
ENSE00001883383	0
ENSE00002612962	0
ENSE00002185630	0
ENSE00001690864	0
ENSE00003572143	0
ENSE00002520376	0
ENSE00003716293	0
ENSE00001653847	0
ENSE00001950274	0
ENSE00003571484	0
ENSE00003601574	0
ENSE00003568227	0
ENSE00003540503	0
ENSE00001310889	0
ENSE00000765054	0
ENSE00003494127	0
ENSE00002107623	0
ENSE00001889719	0
ENSE00003473317	0
ENSE00003692412	0
ENSE00003470948	0
ENSE00003635233	0
ENSE00000969359	0
ENSE00003595731	0
ENSE00003504417	0
ENSE00003514427	0
ENSE00003649674	0
ENSE00003666901	0
ENSE00003580037	0
ENSE00001534698	0
ENSE00003490798	0
ENSE00002437319	0
ENSE00003584012	0
ENSE00003522910	0
ENSE00003611195	0
ENSE00003591315	0
ENSE00003595423	0
ENSE00003613432	0
ENSE00003648794	0
ENSE00003667189	0
ENSE00002640943	0
ENSE00003469945	0
ENSE00001047464	0
ENSE00003641657	0
ENSE00002220505	0
ENSE00001605536	0
ENSE00003684559	0
ENSE00003623363	0
ENSE00003496211	0
ENSE00003820672	0
ENSE00000960825	0
ENSE00001903057	0
ENSE00002037486	0
ENSE00003618545	0
ENSE00002882201	0
ENSE00003546958	0
ENSE00001763694	0
ENSE00001923214	0
ENSE00001297736	0
ENSE00001743242	0
ENSE00003642798	0
ENSE00000927308	0
ENSE00002765841	0
ENSE00003820255	0
ENSE00003510664	0
ENSE00001325297	0
ENSE00001457043	0
ENSE00003510521	0
ENSE00003533470	0
ENSE00002408590	0
ENSE00003787444	0
ENSE00001857075	0
ENSE00002198551	0
ENSE00001465034	0
ENSE00001483923	0
ENSE00003461509	0
ENSE00003681459	0
ENSE00001353705	0
ENSE00003571457	0
ENSE00003471734	0
ENSE00003816071	0
ENSE00003595696	0
ENSE00003685003	0
ENSE00003723991	0
ENSE00001716971	0
ENSE00003597261	0
ENSE00001270570	0
ENSE00003661243	0
ENSE00002253774	0
ENSE00003640143	0
ENSE00003565914	0
ENSE00003666597	0
ENSE00003541892	0
ENSE00003747349	0
ENSE00003556872	0
ENSE00001620623	0
ENSE00002147787	0
ENSE00003743429	0
ENSE00003497196	0
ENSE00003803252	0
ENSE00003472879	0
ENSE00002103878	0
ENSE00003468185	0
ENSE00003655771	0
ENSE00000863237	0
ENSE00001859252	0
ENSE00002604055	0
ENSE00001506036	0
ENSE00002056139	0
ENSE00003517144	0
ENSE00002269208	0
ENSE00003716568	0
ENSE00003594909	0
ENSE00003629084	0
ENSE00002165705	0
ENSE00002469082	0
ENSE00001909072	0
ENSE00001167905	0
ENSE00002865309	0
ENSE00003606396	0
ENSE00003239497	0
ENSE00003624727	0
ENSE00001691183	0
ENSE00003663260	0
ENSE00003591407	0
ENSE00002663279	0
ENSE00002048958	0
ENSE00001249606	0
ENSE00003748647	0
ENSE00000869458	0
ENSE00003712630	0
ENSE00001906289	0
ENSE00003486092	0
ENSE00002143507	0
ENSE00001456787	0
ENSE00001173555	0
ENSE00003658439	0
ENSE00003808374	0
ENSE00001444982	0
ENSE00001904660	0
ENSE00001639809	0
ENSE00001872788	0
ENSE00003539687	0
ENSE00003579957	0
ENSE00003557319	0
ENSE00003668694	0
ENSE00002199007	0
ENSE00000663294	0
ENSE00003706828	0
ENSE00001698153	0
ENSE00001692035	0
ENSE00002578808	0
ENSE00002435644	0
ENSE00003839293	0
ENSE00000693358	0
ENSE00003690004	0
ENSE00002589237	0
ENSE00003531480	0
ENSE00003487855	0
ENSE00003584494	0
ENSE00003641498	0
ENSE00003705386	0
ENSE00001376832	0
ENSE00003600906	0
ENSE00001861361	0
ENSE00003500660	0
ENSE00002783197	0
ENSE00003562708	0
ENSE00003508140	0
ENSE00001132252	0
ENSE00003477153	0
ENSE00003564228	0
ENSE00003785774	0
ENSE00002509632	0
ENSE00003701043	0
ENSE00003589027	0
ENSE00003689874	0
ENSE00003748319	0
ENSE00000693414	0
ENSE00003824810	0
ENSE00003734213	0
ENSE00002067768	0
ENSE00003624679	0
ENSE00003466095	0
ENSE00002283421	0
ENSE00002504382	0
ENSE00002785875	0
ENSE00003566469	0
ENSE00002080415	0
ENSE00001889330	0
ENSE00002412128	0
ENSE00002586655	0
ENSE00003621196	0
ENSE00001791769	0
ENSE00003639621	0
ENSE00003737517	0
ENSE00001622415	0
ENSE00001631824	0
ENSE00003529220	0
ENSE00003612151	0
ENSE00003551759	0
ENSE00003522293	0
ENSE00002448272	0
ENSE00003585433	0
ENSE00000672941	0
ENSE00003598561	0
ENSE00003492069	0
ENSE00003478315	0
ENSE00003795796	0
ENSE00001888466	0
ENSE00003569412	0
ENSE00001611138	0
ENSE00003823826	0
ENSE00003492614	0
ENSE00003531792	0
ENSE00002078347	0
ENSE00001581194	0
ENSE00001296588	0
ENSE00001606688	0
ENSE00003635685	0
ENSE00000751412	0
ENSE00003698352	0
ENSE00003545623	0
ENSE00000893040	0
ENSE00003543391	0
ENSE00001838755	0
ENSE00000689842	0
ENSE00003472501	0
ENSE00002721136	0
ENSE00003793364	0
ENSE00003643241	0
ENSE00000842441	0
ENSE00003671295	0
ENSE00003734185	0
ENSE00003655344	0
ENSE00003463192	0
ENSE00001692291	0
ENSE00002873861	0
ENSE00003484571	0
ENSE00001386311	0
ENSE00003615642	0
ENSE00001687542	0
ENSE00003806549	0
ENSE00002980293	0
ENSE00001383315	0
ENSE00001023010	0
ENSE00003631345	0
ENSE00001034409	0
ENSE00000938527	0
ENSE00001442500	0
ENSE00001420725	0
ENSE00003516367	0
ENSE00003732856	0
ENSE00003742309	0
ENSE00003507841	0
ENSE00002332479	0
ENSE00003723081	0
ENSE00003550771	0
ENSE00002138037	0
ENSE00002079771	0
ENSE00001888781	0
ENSE00000991170	0
ENSE00003600717	0
ENSE00003751449	0
ENSE00001065133	0
ENSE00001603631	0
ENSE00001204835	0
ENSE00003699107	0
ENSE00003691852	0
ENSE00003522496	0
ENSE00003643938	0
ENSE00001390383	0
ENSE00003581034	0
ENSE00001483422	0
ENSE00001745824	0
ENSE00001714661	0
ENSE00003692163	0
ENSE00003482183	0
ENSE00001746373	0
ENSE00001877351	0
ENSE00003682742	0
ENSE00002186967	0
ENSE00003352170	0
ENSE00001828023	0
ENSE00003095002	0
ENSE00003573985	0
ENSE00001679776	0
ENSE00001097045	0
ENSE00002758858	0
ENSE00003504167	0
ENSE00003631910	0
ENSE00001596491	0
ENSE00003645665	0
ENSE00000950339	0
ENSE00003542421	0
ENSE00002050093	0
ENSE00003563573	0
ENSE00003538402	0
ENSE00003595420	0
ENSE00003495910	0
ENSE00003526266	0
ENSE00003687725	0
ENSE00002389273	0
ENSE00003637661	0
ENSE00002214163	0
ENSE00002509608	0
ENSE00001107958	0
ENSE00003749156	0
ENSE00003788377	0
ENSE00003510784	0
ENSE00003687315	0
ENSE00003284012	0
ENSE00003680333	0
ENSE00002370939	0
ENSE00003591941	0
ENSE00002502871	0
ENSE00001195280	0
ENSE00000948984	0
ENSE00003582716	0
ENSE00001440998	0
ENSE00002068608	0
ENSE00002671834	0
ENSE00003666588	0
ENSE00000724317	0
ENSE00001801634	0
ENSE00003832134	0
ENSE00003577139	0
ENSE00001682892	0
ENSE00002025640	0
ENSE00000996186	0
ENSE00002388515	0
ENSE00001080407	0
ENSE00003562637	0
ENSE00001719953	0
ENSE00000916964	0
ENSE00001895123	0
ENSE00003784640	0
ENSE00002189643	0
ENSE00001715848	0
ENSE00003613646	0
ENSE00001926312	0
ENSE00002104318	0
ENSE00003544441	0
ENSE00003633331	0
ENSE00001027126	0
ENSE00003530583	0
ENSE00002207545	0
ENSE00002292173	0
ENSE00003703183	0
ENSE00003522631	0
ENSE00002776379	0
ENSE00003569785	0
ENSE00002103091	0
ENSE00001777403	0
ENSE00002624851	0
ENSE00003507547	0
ENSE00001844958	0
ENSE00003459918	0
ENSE00003142990	0
ENSE00003572075	0
ENSE00003673543	0
ENSE00000664272	0
ENSE00002639146	0
ENSE00003597413	0
ENSE00001143935	0
ENSE00003481489	0
ENSE00002246754	0
ENSE00002422551	0
ENSE00000951510	0
ENSE00003503084	0
ENSE00001700861	0
ENSE00003660011	0
ENSE00003621847	0
ENSE00003532050	0
ENSE00000903754	0
ENSE00003602976	0
ENSE00001651778	0
ENSE00001053427	0
ENSE00000896886	0
ENSE00001894785	0
ENSE00003559327	0
ENSE00002814810	0
ENSE00002057719	0
ENSE00003806982	0
ENSE00003019161	0
ENSE00003628835	0
ENSE00003561783	0
ENSE00002362931	0
ENSE00003478783	0
ENSE00001901632	0
ENSE00003486527	0
ENSE00003597564	0
ENSE00003742282	0
ENSE00003830386	0
ENSE00001782510	0
ENSE00001915333	0
ENSE00001341096	0
ENSE00003591179	0
ENSE00003509601	0
ENSE00003594817	0
ENSE00003550340	0
ENSE00003669450	0
ENSE00001230592	0
ENSE00000671824	0
ENSE00003676292	0
ENSE00003651180	0
ENSE00001045114	0
ENSE00001667158	0
ENSE00001160388	0
ENSE00003460613	0
ENSE00002234530	0
ENSE00003516860	0
ENSE00000717490	0
ENSE00003485501	0
ENSE00003602146	0
ENSE00003642727	0
ENSE00001169944	0
ENSE00001271118	0
ENSE00001507093	0
ENSE00003683901	0
ENSE00001595830	0
ENSE00003756657	0
ENSE00003685729	0
ENSE00003596528	0
ENSE00001378011	0
ENSE00003478542	0
ENSE00002186787	0
ENSE00002050430	0
ENSE00001957224	0
ENSE00003622643	0
ENSE00003730876	0
ENSE00002622748	0
ENSE00003826575	0
ENSE00002458567	0
ENSE00001055082	0
ENSE00001306213	0
ENSE00003611694	0
ENSE00002311537	0
ENSE00003790899	0
ENSE00001601721	0
ENSE00001629665	0
ENSE00003516084	0
ENSE00001846106	0
ENSE00002612176	0
ENSE00002263097	0
ENSE00002333464	0
ENSE00002963605	0
