Protein1,Protein2,Position,Pearson_Corr,Pearson_P,Spearman_Corr,Spearman_P,n
DDX3X,ZNF800,3,0.926339075397449,6.4637210363269775e-43,0.8790423827871336,5.698745089229652e-33,99
DDX3X,ZNF800,4,0.014557651978879954,0.9062054817930569,-0.019598853868194845,0.8739563361918017,68
DDX3X,ZNF800,5,0.6417854034495537,1.1641878377720771e-06,0.7751561415683552,1.5949019767784563e-10,47
DDX3X,ZNF800,6,0.9887348516915836,4.160322627483934e-37,0.9941875825627476,2.9089747496331614e-43,45
SF3A3,U2AF2,1,-0.005038633656348823,0.9001980348805554,-0.30923189791179956,2.9995686705630477e-15,622
SF3A3,U2AF2,3,0.6117405688113602,1.866171763712186e-81,0.5148915044103404,3.702301858020013e-54,782
SF3A3,U2AF2,5,0.7655439729822986,2.201747000342437e-294,0.8139889007559296,0.0,1527
CDC40,UPF1,2,,,,,9
CDC40,UPF1,6,,,,,2
DDX52,KHSRP,2,-0.8119492328461544,1.0684796936670212e-09,-0.9227485639031047,4.641988672002373e-16,37
PPIG,SUB1,1,-0.09634359961102841,0.3804131826206578,0.2174261452471753,0.045622282085864,85
PPIG,SUB1,2,0.5232258699251393,7.596142235303507e-12,0.29894191891249655,0.00021275170844433765,149
PPIG,SUB1,3,-0.2327813367917065,0.03650200376200207,-0.06754299782046505,0.5490905313017493,81
PPIG,SUB1,4,0.8409740678595702,4.791372309905554e-41,0.8222941339723161,8.122099001072493e-38,149
PPIG,SUB1,5,0.2955886603328483,0.003287924962614334,0.2624035136165792,0.009416778331387406,97
PPIG,SUB1,6,-0.11666307968047547,0.17619011838058027,-0.37554625777748923,6.631409847892279e-06,136
DROSHA,SUPV3L1,2,,,,,48
DROSHA,SUPV3L1,4,0.19410459851398784,0.6167790867806453,0.08511331870602445,0.827651907862264,9
DROSHA,SUPV3L1,6,,,,,15
AKAP1,PRPF8,1,-0.987117923640814,0.0017517482307875228,-0.9999999999999999,1.4042654220543672e-24,5
AKAP1,PRPF8,2,-0.8431344568717253,6.102494599881351e-35,-0.7936398213214965,2.562550017416772e-28,125
AKAP1,PRPF8,3,,,,,9
AKAP1,PRPF8,4,-0.8617177202710798,9.485457213414499e-16,-0.8424822065030906,1.720292328230536e-14,50
AKAP1,PRPF8,6,-0.4338700868691849,0.06346130291173246,-0.5807017543859649,0.009132950070568505,19
HNRNPC,PABPN1,4,,,,,8
HNRNPC,PABPN1,6,-0.9850265402308056,1.8211271510113417e-34,-0.9198734844491304,4.352769005298493e-19,45
