Protein A,Protein B,UniProt species A,UniProt species B,UniProt accessions A,UniProt accessions B,UniProt IDs A,UniProt IDs B,Times detected (RIS > 0),avgIS,sumIS,Found in both orientations ,H47_avgIS,H47_sumIS,H47_found in both orientations,H47_times detected (RIS > 0),"Biogrid_all direct evidence (Y2H, reconstituted complex, structure)",Biogrid_all,Hippie,HuRI,Known interaction,Protein A has known interactions,Protein B has known interactions,HPA nuclear A,HPA nuclear B,HPA cytoplasmic A,HPA cytoplasmic B,HPA main locations A,HPA additional locations A,HPA main locations B,HPA additional locations B,HPA shared locations,Youn et al. 2018 (PMID 29395067),NanoBRET,NanoBRET MBU,NanoBRET MBU std ,ENCODE eCLIP data A,ENCODE eCLIP data B,ENCODE eCLIP binding sites A,ENCODE eCLIP binding sites B,Jaccard index,Cobinding prob p(A|B),Cobinding prob p(B|A),Cobinding prob p(A|B) (≤54 nt),Cobinding prob p(B|A) (≤54 nt),Close binding events (≤54 nt) A vs. B,Fraction of close binding events A vs. B,Fraction of close binding events in random data A vs. B,Ratio of fractions A vs. B,Resampling p-value A vs. B,Resampling Wilcoxon p-value A vs. B,Close binding events (≤54 nt) B vs. A,Fraction of close binding events B vs. A,Fraction of close binding events in random data B vs. A,Ratio of fractions B vs. A,Resampling p-value B vs. A,Resampling Wilcoxon p-value B vs. A
SUV39H1,PEG10,HUMAN,HUMAN,O43463,Q86TG7,SUV91_HUMAN,PEG10_HUMAN,1,0.44,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,N/A,1,N/A,1,N/A,N/A,Cytosol,Nucleoplasm,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UTP23,THOC7,HUMAN,HUMAN,Q9BRU9,Q6I9Y2,UTP23_HUMAN,THOC7_HUMAN,1,0.54,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,0,1,Nucleoli,N/A,Cytosol;Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FTSJ3,ZRSR2,HUMAN,HUMAN,Q8IY81,Q15696,SPB1_HUMAN,U2AFM_HUMAN,2,0.62,2.48,0,0.19,0,0,2,0,0,0,0,0,1,1,1,N/A,0,N/A,Nucleoli,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GTSE1,KIF20A,HUMAN,HUMAN,Q9NYZ3,O95235,GTSE1_HUMAN,KI20A_HUMAN,1,0,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,0,1,1,1,Centrosome,Plasma membrane,Cleavage furrow;Nucleoplasm,Cytokinetic bridge,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBBP4,SNRPN,HUMAN,HUMAN,Q09028,P63162,RBBP4_HUMAN,RSMN_HUMAN,3,0,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,0,0,Nucleoplasm,N/A,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PDAP1,NAB2,HUMAN,HUMAN,Q13442,Q15742,HAP28_HUMAN,NAB2_HUMAN,1,0,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,1,1,1,Cytosol,Plasma membrane,Cytosol;Nucleoplasm,N/A,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BCAS2,RPA2,HUMAN,HUMAN,O75934,P15927,SPF27_HUMAN,RFA2_HUMAN,2,0.46,2.48,0,N/A,N/A,N/A,N/A,0,1,1,0,1,1,1,1,1,1,0,Centrosome;Nuclear speckles,N/A,Nuclear bodies;Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAPRE3,SART3,MOUSE,HUMAN,Q6PER3,Q15020,MARE3_MOUSE,SART3_HUMAN,1,0.55,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,0,Cytosol,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CTNNA1,RBFOX2,HUMAN,HUMAN,P35221,O43251,CTNA1_HUMAN,RFOX2_HUMAN,2,0,2.48,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,Cell Junctions;Plasma membrane,N/A,Nucleoplasm,Cytosol,N/A,0,N/A,N/A,N/A,0,1,0,10995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KIF2A,CPSF2,MOUSE,HUMAN,P28740,Q9P2I0,KIF2A_MOUSE,CPSF2_HUMAN,2,0,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,1,1,Centrosome;Nucleoli;Nucleoplasm,N/A,Nucleoplasm,Vesicles,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DDX11,GNL2,HUMAN,MOUSE,Q96FC9,Q99LH1,DDX11_HUMAN,NOG2_MOUSE,2,0.52,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,0,Nucleoplasm,Centrosome;Nucleoli fibrillar center,Nucleoli,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ELAC2,KIF24,HUMAN,HUMAN,Q9BQ52,Q5T7B8,RNZ2_HUMAN,KIF24_HUMAN,1,0,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,N/A,0,N/A,Nucleoplasm,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KIF18A,ZC3H14,MOUSE,HUMAN,Q91WD7,Q6PJT7,KI18A_MOUSE,ZC3HE_HUMAN,1,0,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,1,0,Cytokinetic bridge;Microtubules,N/A,Nuclear speckles,Nucleoli,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAP2,RC3H2,MOUSE,HUMAN,P20357,Q9HBD1,MTAP2_MOUSE,RC3H2_HUMAN,2,0.56,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,N/A,0,N/A,1,N/A,N/A,Vesicles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C9ORF78,CEP55,HUMAN,HUMAN,Q9NZ63,Q53EZ4,TLS1_HUMAN,CEP55_HUMAN,1,0.48,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,1,Nucleoplasm,N/A,Centriolar satellite;Plasma membrane,Midbody,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEF1,PRC1,MOUSE,HUMAN,Q8BFY6,O43663,PEF1_MOUSE,PRC1_HUMAN,1,0,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,1,Cytosol;Nucleoplasm,Vesicles,Cytokinetic bridge;Microtubules;Midbody;Plasma membrane,Nucleoplasm,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KIF20A,SNW1,HUMAN,HUMAN,O95235,Q13573,KI20A_HUMAN,SNW1_HUMAN,2,0.46,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,1,Cleavage furrow;Nucleoplasm,Cytokinetic bridge,Nucleoplasm,Cytosol,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EEF2,BYSL,MOUSE,HUMAN,P58252,Q13895,EF2_MOUSE,BYST_HUMAN,1,0.55,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,0,Cytosol;Plasma membrane,N/A,Nucleoli,Nucleoplasm,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOV10,TRAK1,HUMAN,HUMAN,Q9HCE1,Q9UPV9,MOV10_HUMAN,TRAK1_HUMAN,1,0.57,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,0,1,1,1,Cytosol,N/A,Endoplasmic reticulum,Nucleoplasm,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALDH6A1,DENND1B,HUMAN,HUMAN,Q02252,Q6P3S1,MMSA_HUMAN,DEN1B_HUMAN,1,0.57,2.48,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,1,1,1,Mitochondria,N/A,Cytosol,Nuclear speckles,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PCBP1,PQBP1,MOUSE,HUMAN,P60335,O60828,PCBP1_MOUSE,PQBP1_HUMAN,1,0.85,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,0,Nuclear speckles,Cytoplasmic bodies,Nuclear speckles,N/A,Nuclear speckles,0,N/A,N/A,N/A,1,0,2967,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EEF1A2,RBM47,HUMAN,MOUSE,Q05639,Q91WT8,EF1A2_HUMAN,RBM47_MOUSE,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,1,1,Cytosol,N/A,Cytosol,Nucleoplasm,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DENND5A,TFIP11,HUMAN,HUMAN,Q6IQ26,Q9UBB9,DEN5A_HUMAN,TFP11_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,1,1,Golgi apparatus;Vesicles,N/A,Nucleoplasm,Cytosol,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ERAL1,THOC7,HUMAN,HUMAN,O75616,Q6I9Y2,ERAL1_HUMAN,THOC7_HUMAN,3,0.55,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,1,1,1,Mitochondria,Cytosol,Cytosol;Nuclear speckles,N/A,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRPF6,PHF8,HUMAN,HUMAN,O94906,Q9UPP1,PRP6_HUMAN,PHF8_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,0,Nuclear speckles,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NONO,WBP4,MOUSE,HUMAN,Q99K48,O75554,NONO_MOUSE,WBP4_HUMAN,1,0.51,2.47,0,N/A,N/A,N/A,N/A,1,1,1,0,1,1,1,1,1,0,0,Nucleoplasm,Nuclear speckles;Nucleoli fibrillar center,Nucleoplasm,Plasma membrane;Vesicles,Nucleoplasm,0,N/A,N/A,N/A,1,0,11426,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPS19BP1,TBRG4,MOUSE,MOUSE,Q8C6B9,Q91YM4,AROS_MOUSE,FAKD4_MOUSE,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,0,1,Cytosol;Nucleoli,Nucleoplasm,Mitochondria,N/A,N/A,0,N/A,N/A,N/A,0,1,0,470,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARP1B,DMRTB1,HUMAN,HUMAN,Q659C4,Q96MA1,LAR1B_HUMAN,DMRTB_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,N/A,1,N/A,Cytosol,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YTHDF1,DHX37,HUMAN,HUMAN,Q9BYJ9,Q8IY37,YTHD1_HUMAN,DHX37_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,N/A,1,N/A,0,N/A,N/A,Nuclear membrane,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRPL2,CLK4,HUMAN,HUMAN,Q5T653,Q9HAZ1,RM02_HUMAN,CLK4_HUMAN,1,0.53,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,1,1,Mitochondria,Nucleoplasm,Actin filaments,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PANK1,GAA,HUMAN,HUMAN,Q8TE04,P10253,PANK1_HUMAN,LYAG_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRPK2,PNN,HUMAN,HUMAN,P78362,Q9H307,SRPK2_HUMAN,PININ_HUMAN,2,0.51,2.47,0,N/A,N/A,N/A,N/A,1,1,1,0,1,1,1,1,1,1,0,Cytosol;Nucleoplasm,N/A,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PCBP1,DCAF13,MOUSE,MOUSE,P60335,Q6PAC3,PCBP1_MOUSE,DCA13_MOUSE,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,1,1,Nuclear speckles,Cytoplasmic bodies,Nucleoli;Nucleoplasm,Cell Junctions;Centrosome;Cytosol,N/A,0,N/A,N/A,N/A,1,0,2967,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RC3H2,RPRD1B,HUMAN,HUMAN,Q9HBD1,Q9NQG5,RC3H2_HUMAN,RPR1B_HUMAN,1,0.53,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,0,Vesicles,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NUFIP2,LARP7,MOUSE,MOUSE,Q5F2E7,Q05CL8,NUFP2_MOUSE,LARP7_MOUSE,1,0,2.47,0,N/A,N/A,N/A,N/A,0,1,1,0,1,1,1,1,1,1,1,Nucleoplasm,Cytosol;Nuclear bodies,Cytosol;Nucleoplasm,N/A,Cytosol;Nucleoplasm,0,N/A,N/A,N/A,0,1,0,526,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACTA1,DDX39A,MOUSE,MOUSE,P68134,Q8VDW0,ACTS_MOUSE,DX39A_MOUSE,1,0.57,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,N/A,1,N/A,0,N/A,N/A,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KLC4,SUN2,MOUSE,HUMAN,Q9DBS5,Q9UH99,KLC4_MOUSE,SUN2_HUMAN,1,0,2.47,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Mitochondria,Cytosol,Nuclear membrane,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DCN,EXOSC8,HUMAN,HUMAN,P07585,Q96B26,PGS2_HUMAN,EXOS8_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,N/A,1,N/A,1,N/A,N/A,Nucleoli fibrillar center;Vesicles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BAG4,DHX30,HUMAN,HUMAN,O95429,Q7L2E3,BAG4_HUMAN,DHX30_HUMAN,1,0.79,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,N/A,0,N/A,1,N/A,N/A,Mitochondria,Cytosol,N/A,0,N/A,N/A,N/A,0,1,0,1168,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARP7,EXOSC5,MOUSE,HUMAN,Q05CL8,Q9NQT4,LARP7_MOUSE,EXOS5_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,0,Cytosol;Nucleoplasm,N/A,Nucleoli,Nucleoplasm,Nucleoplasm,0,N/A,N/A,N/A,1,1,526,12747,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SF1,RPL6,HUMAN,HUMAN,Q15637,Q02878,SF01_HUMAN,RL6_HUMAN,1,0,2.47,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,Nucleoplasm,N/A,Cytokinetic bridge;Microtubules,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBM7,FASN,HUMAN,HUMAN,Q9Y580,P49327,RBM7_HUMAN,FAS_HUMAN,1,0.44,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,0,0,1,Nucleoplasm,N/A,Cytosol;Plasma membrane,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PATL1,NUDT21,HUMAN,MOUSE,Q86TB9,Q9CQF3,PATL1_HUMAN,CPSF5_MOUSE,3,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,0,Cytoplasmic bodies,N/A,Nuclear bodies,Centriolar satellite,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPATS2L,DNAJC1,HUMAN,HUMAN,Q9NUQ6,Q96KC8,SPS2L_HUMAN,DNJC1_HUMAN,2,0.55,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,1,1,Cytosol;Nucleoli,N/A,Endoplasmic reticulum,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PCGF5,TUFM,HUMAN,HUMAN,Q86SE9,P49411,PCGF5_HUMAN,EFTU_HUMAN,1,0.52,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,1,Nucleoli,N/A,Mitochondria,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TNRC6A,RAMAC,HUMAN,MOUSE,Q8NDV7,Q9CQY2,TNR6A_HUMAN,RAMAC_MOUSE,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,0,N/A,1,N/A,Golgi apparatus;Nucleoplasm;Vesicles,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPL4,THOC3,HUMAN,HUMAN,P36578,Q96J01,RL4_HUMAN,THOC3_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,1,Cytosol;Endoplasmic reticulum,Nuclear bodies;Nucleoli,Nucleoplasm,Vesicles,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PURA,EIF4B,MOUSE,MOUSE,P42669,Q8BGD9,PURA_MOUSE,IF4B_MOUSE,4,0.51,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,N/A,0,N/A,1,N/A,N/A,Cytosol,N/A,N/A,0,neg,1.02,0.91,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRB2,RPS27A,MOUSE,HUMAN,Q60631,P62979,GRB2_MOUSE,RS27A_HUMAN,2,0,2.47,0,N/A,N/A,N/A,N/A,1,1,1,0,1,1,1,1,1,0,1,Nucleoplasm,N/A,Cytosol;Endoplasmic reticulum;Nucleoli,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NGDN,RPL30,HUMAN,HUMAN,Q8NEJ9,P62888,NGDN_HUMAN,RL30_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,1,1,Mitochondria;Nucleoli,Nucleoplasm,Cytosol;Endoplasmic reticulum,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BAG4,EDF1,HUMAN,MOUSE,O95429,Q9JMG1,BAG4_HUMAN,EDF1_MOUSE,2,0.76,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,N/A,1,N/A,1,N/A,N/A,Cytosol;Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VCP,RPL11,HUMAN,HUMAN,P55072,P62913,TERA_HUMAN,RL11_HUMAN,1,0.53,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,0,1,1,Cytosol;Nucleoplasm,N/A,Vesicles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEF1,GRIP1,MOUSE,HUMAN,Q8BFY6,Q9Y3R0,PEF1_MOUSE,GRIP1_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,0,N/A,1,N/A,Cytosol;Nucleoplasm,Vesicles,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RTRAF,PEF1,MOUSE,MOUSE,Q9CQE8,Q8BFY6,RTRAF_MOUSE,PEF1_MOUSE,2,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,1,Nucleoplasm,N/A,Cytosol;Nucleoplasm,Vesicles,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PATL1,LSM8,HUMAN,MOUSE,Q86TB9,Q6ZWM4,PATL1_HUMAN,LSM8_MOUSE,1,0.48,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,1,Cytoplasmic bodies,N/A,Nucleoplasm;Vesicles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NONO,RBM17,MOUSE,HUMAN,Q99K48,Q96I25,NONO_MOUSE,SPF45_HUMAN,1,0,2.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,Nucleoplasm,Nuclear speckles;Nucleoli fibrillar center,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,1,0,11426,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
